userid,username,headline,skill
7926,Reyna Nik,"Experienced CDL-A Driver Needed in California Job in Fremont
","Agile,SHELL,Workflow,incident response,AP Technical Lead,Octave,Network,User Interface,JENKINS,Maya,Neural Networks,Redshift,Computer Science,Telecom,Raspberry Pi"
7927,Shuheng Zhou,"Lead Legal Document Specialist - Wheeling
","Algorithms,Regulated Environment,Protocols,CUSTOMER SUPPORT,Programming,Spotfire,problem solving,JENKINS,JENKINS,Web Design"
7928,Danielle Bjerk,"Lead Legal Document Specialist - Wheeling
","intense curiosity,XML,ARM,User Interface,Selenium,SQL Reporting Services Suite,CONTINUOUS INTEGRATION,Hibernate,BASIC,Artificial Intelligence,Algorithms,Director of IS,Consumer Electronics Devices"
7929,Toccara Swiggett,"Lead Legal Document Specialist - Wheeling
","Java,Multithreading"
7930,A. Rodriguez-v?zquez,"Lead Legal Document Specialist - Wheeling
","DB2,Unity,Developer,selenium testing automation,synthesis modeling,DEVELOPMENT SUPPORT,Visual Studio"
7931,Deirdre Simmons,"Lead Legal Document Specialist - Wheeling
","Consumer Electronics Devices,Visual Basic,AR,Contract W2,NoSQL,SYSTEM ENGINEER,Sales,Microsoft Word,Retail"
7932,Celena Paith,"Lead Legal Document Specialist - Wheeling
","Data Analytics,Unifier,DNS,Modeling,Spotfire,Re-engineering"
7933,Michael Young,"Lead Legal Document Specialist - Wheeling
","VB Script,Wealth Management,CISM,Artificial Intelligence,Spring,Cobol,CSS,Protocol,Application Development,Contract Independent,Cisco UCS,HANA"
7934,Claretha Munguia,"Marketing Trainee - Entry Level
","JavaScript,Automated,NoSQL,Angular.JS,SSL,Load/Performance Testing,Automated,PowerPoint,REST API,visualization SQL"
7935,Catheryn Leete,"Marketing Trainee - Entry Level
","INTERNAL CONTROL,Unix Systems Programming,Solr,Java C/C++,Video,Engineering,applications development"
7936,Willard Heys,"Marketing Trainee - Entry Level
","Network Security,Kinesis,authors,authors,Bash shell scripting,AML,DEVELOPMENT SUPPORT,Storage Devices,Machine Learning,J2EE,Telecom,Python,Oracle R12 E-Business,DB2"
7937,Dorris Vanfleet,"Marketing Trainee - Entry Level
","HTML,Content Delivery Networks,Express,Optimization,Performance,Performance"
7938,Shuiwang Ji,"Marketing Trainee - Entry Level
","SSL,R,staffing,NodeJS,Analyst,Go,business inteligence,PHP,Info Sec,C C++,Business Analyst,XML/XSL,CASE,Cognos"
7939,Katrice Osmundson,"Marketing Trainee - Entry Level
","SciLab,Linux System Admin,Tester,Risk Management,Wealth Management"
7940,Stefania Thalmann,"Marketing Trainee - Entry Level
","deployment,IBM,digital analytics,Go,preferably with Scala,Project Management,Buying,Data Structures"
7941,Aurora Chilton,"Kitchen Help Job in 
","SaaS solution Coupa,FIX.FAST,System Software,Computer vision,Lawson Supply Chain"
7942,Marwan Mattar,"Recruiter / Account Executive Job in Boca Raton
","Data Analytics,Protocol Management,MongoDB,XML,Foundation,Photoshop,TCP/IP,develop,Adobe Creative Cloud,Flask,BW reporting,Web,Spring"
7943,Daniel Braun,"Recruiter / Account Executive Job in Boca Raton
","Modeling,Unix,Django,HTTP,Change Management,Software Engineer,Management,Computer Networks,Angular.JS"
7944,Trista Ballagh,"Recruiter / Account Executive Job in Boca Raton
","JCL,MongoDB,Computer Science,JSON,Change Management,manage,Metrics,business development,manage,VMAX"
7945,Alecia Tebo,"Recruiter / Account Executive Job in Boca Raton
","AWS,SYSTEM ENGINEER,Data Architecture,Asset Management,Modeling,VMware,DEVOPS ENGINEER"
7946,Glady Stachowicz,"Recruiter / Account Executive Job in Boca Raton
","PCI,PMP,Cobol,DemPlanning,Microsoft Access,UX,Metrics,3D,Info Sec"
7947,Enoch Culwell,"Recruiter / Account Executive Job in Boca Raton
","OOP,Azure,Drug Development,SAP ECC,Cryptocurrency,Angular,Quality Assurance,Protocol,Android,especially C/C++,AWS,OIM"
7948,Stephine Yaggi,"Recruiter / Account Executive Job in Boca Raton
","Applications,SDLC,Database Administration,User Interface,Go,Octave,Telecom"
7949,Jamel Daum,"Recruiter / Account Executive Job in Boca Raton
","UX,BASH,Europe Asia.,data analysts,AP,Analytical Skills,Load/Performance Testing,Projects,ICMP,Visual Studio,C"
7950,Myles Yusko,"Revenue Accounting Manager - Chicago
","Visual Studio,Solr,LabVIEW,C++"
7951,Hiroko Fratercangelo,"Revenue Accounting Manager - Chicago
","Accounting,CENTOS,SSL,Protocols"
7952,Brenton Kollar,"Revenue Accounting Manager - Chicago
","Contract W2,Network,Analysis,Browzwear,Unix,Kinesis,Architecture"
7953,Jaymie Rybowiak,"Revenue Accounting Manager - Chicago
","shopping carts,Best Practices,Networking,Scripting knowledge,Adobe Creative Cloud"
7954,Estell Lallave,"Revenue Accounting Manager - Chicago
","FICO,AR,preferably with Scala,Content Delivery Networks"
7955,Cora Fearnow,"Revenue Accounting Manager - Chicago
","DemPlanning,Change Management,CSS,Contract Corp-To-Corp"
7956,Toi Francolino,"Accounts Receivable Analyst Job in Gurnee
","BASH,VMAX,IIS,Django,Defect Management,XML/XSL,PCI,Test,Financial Services"
7957,Yaara Yeshurun,"Accounts Receivable Analyst Job in Gurnee
","BUILD RELEASE ENGINEER,Angular.JS,CISA,CISSP,Security,authors,Consumer Electronics Devices,OpenStack,Scripts,HAHA,Machine Learning"
7958,Lavona Sacayanan,"Accounts Receivable Analyst Job in Gurnee
","Application Development,Test,SAP ECC,SQLITE,C C++,SSL,pharma,Modeling"
7959,Lou Shireman,"Accounts Receivable Analyst Job in Gurnee
","Retail,IP Video Delivery,Program Manager,Business Requirements"
7960,Audrie Llanos,"Accounts Receivable Analyst Job in Gurnee
","validation,Soap,JSP"
7961,B. Flower,"Commercial Property Manager Job in Chicago
","SAP ERP,MVC,FICO,Microsoft Word,MVC,Adobe"
7962,Vikki Froebe,"Commercial Property Manager Job in Chicago
","FINANCE,Security Risk Management"
7963,Alonzo Cabrara,"Commercial Property Manager Job in Chicago
","Multithreading,SOX,Go,SQL Reporting Services Suite,QA,NodeJS,Android Studio,Financial Services,books,CISM,IT"
7964,Margy Benincase,"Commercial Property Manager Job in Chicago
","Consulting,Development,Operating Systems,Info Sec,Internet Of Things"
7965,Grover Martiny,"Commercial Property Manager Job in Chicago
","Web Design,BASH,RESTful web services"
7966,Sharell Frazzano,"Commercial Property Manager Job in Chicago
","Telecom,Linux System Admin,Oracle R12 E-Business,WCF,System Engineering,FIX.FAST,AI,Microsoft Word,Full Time,DL4J,AI,Design Patterns,SSL,CONTROL"
7967,Stanley Dupre,"Insurance reps Job in Philadelphia
","Prime Music streams,Unifier,Optimization,Apache,Network Security,EIT,systems administration,movies,REST API,Oracle R12 E-Business"
7968,Deon Kierce,"Insurance reps Job in Philadelphia
","JSF,Defect Management,.NET C#,Neural Networks,Engineer,Text Analytics,Software Engineer,SARBANES OXLEY"
7969,Rosalinda Terrance,"Insurance reps Job in Philadelphia
","Spotfire,Analysis,Critical Thinking,Outlook,CONTINUOUS INTEGRATION,Asset Management"
7970,Patrick Fanno,"Insurance reps Job in Philadelphia
","SAP ERP,QA"
7971,Jonas Sisomphou,"Insurance reps Job in Philadelphia
","System Software,Management,Angular.JS,Business Analyst,Lifecycle,Wealth Management,Communication,APL,Fortran,Spring,,SHELL"
7972,Xiaodan Liang,"Insurance reps Job in Philadelphia
","Financial Services,Chef,Browzwear,Applications,Node.js,CONTINUOUS INTEGRATION,Wireless,System Software,Protocol Management,IT,RHEL,FIX.FAST"
7973,Jewel Laviolette,"Insurance reps Job in Philadelphia
","Brocade,Gnuplot,API"
7974,Tonisha Kistler,"Insurance reps Job in Philadelphia
","build,incident response,Excel,Analytical Skills"
7975,Dan Alistarh,"Product Engineer - Chassis/product development/automotive Job in Northville
","Android Studio,Supply Chain,Big Data,pharma,HDFS,CISSP,Google,Sybase,CSS,Architecture"
7976,Amal Warshaw,"Product Engineer - Chassis/product development/automotive Job in Northville
","Construction,Accounting,HDFS,Security Risk Management,staffing,Foundation,Windows,OOP,Modeling,SalesForce,Asset Management,Developer,test design"
7977,Agustina Schor,"Product Engineer - Chassis/product development/automotive Job in Northville
","Wealth Management,network monitoring,Rational,Architecture,architectural design patterns,Developer,Browzwear,VB,Infrastructure,SARBANES,ForeSee,Desktop"
7978,Atsushi Iwata,"Product Engineer - Chassis/product development/automotive Job in Northville
","Operations,CONTINUOUS INTEGRATION,Exchange,Network Engineering,SAS,Computer vision,Middleware,shopping carts,Django,Wireless Communication,Java,SAP ERP,Java,synthesis modeling,Ajax"
7979,Racquel Sudlow,"Commercial Maintenance Program Manager Job in Dallas
","Cobol,MS Excel,Web Developer,Critical Thinking,FPGA,pharma,Project Management"
7980,Devon Olynger,"Commercial Maintenance Program Manager Job in Dallas
","Cloud Computing,Node.js"
7981,Luann Strefeler,"Commercial Maintenance Program Manager Job in Dallas
","VB Script,Construction,OpenCV,Struts,Wealth Management,Consulting,Hon Java Developer,Switches,AR,Application,Retail,Consumer Electronics Devices,AWS"
7982,Ambrose Arentz,"Commercial Maintenance Program Manager Job in Dallas
","SQL,Libraries,Data Structures,HANA,DynamoDB,Protocols,Performance,business inteligence,Video,DemPlanning,manage,Supervision,WebSphere"
7983,Jodee Kordys,"Commercial Maintenance Program Manager Job in Dallas
","Business Intelligence,Machine Learning,System Engineering"
7984,Dana Ballard,"Commercial Maintenance Program Manager Job in Dallas
","Java C/C++,CISSP,Cisco,Full Time,Google,PERFORCE"
7985,Reda Kissee,"Commercial Maintenance Program Manager Job in Dallas
","Brocade,Theory of Computation,problem solving,C C++,Consulting,Quality Assurance,FPGA,Data Storage,Sybase,Performace Management,DynamoDB"
7986,Rosia Valla,"Commercial Maintenance Program Manager Job in Dallas
","Visual Basic,Scripts,Google,Supply Chain"
7987,Frank Ohl,"Data Entry Specialist Job in Henderson
","concepts,Data Storage,InformationSecurity,Solr,selenium testing automation,VMware,Computer vision,Web,Buying"
7988,Oma Meehleder,"Data Entry Specialist Job in Henderson
","Network Engineer,Prime Video views"
7989,Susanne Ahlbrecht,"Productivity Improvement Coordinator Job in Worthington
","Rational,VB.NET,Java,Agile,IIS,Linux,Supervision,Web,Contract Corp-To-Corp,JavaScript,Regulated Environment,Buying,business development,Buying,Brocade"
7990,Shirleen Eaddy,"Productivity Improvement Coordinator Job in Worthington
","Configuration Management,Analysis,Data Mining,SAS,Change Management,React,reports,Computer,Outlook,problem solving,Network Management,Buying"
7991,Angelyn Mandaloniz,"Productivity Improvement Coordinator Job in Worthington
","SciLab,Primavera 6.0,DEVOPS ENGINEER,Telecom,Computer vision,Linux,EIT,Scripting knowledge,Retail,Storage Devices,SalesForce,JavaScript,Modeling"
7992,Annice Chadburn,"Productivity Improvement Coordinator Job in Worthington
","Mobile,Project Management,SYSTEM ENGINEER,manage,SQLITE,Android Studio,VB,Hive,Informatica Admin"
7993,Lavern Manigo,"Productivity Improvement Coordinator Job in Worthington
","Application,F#,Telecommunications,Maya,Informatica Admin,DB2,Android Studio,Security Risk Management,Spring,,Bootstrap,mobile device,Spotfire"
7994,Lillia Gerrald,"Productivity Improvement Coordinator Job in Worthington
","Keras,DEVELOPMENT SUPPORT,Android Studio,Process Engineering,TAD PGS"
7995,Parker Steider,"Productivity Improvement Coordinator Job in Worthington
","deployment,Optimization,Data Analytics,Design Patterns,EIT"
7996,Ivan Casivant,"Content Developer for MATLAB Code Generation Job in Natick
","build processes,DNS,Design,Perl,ALM,Web Server,Foundation,Windows 7"
7997,Sherrie Gaulin,"Content Developer for MATLAB Code Generation Job in Natick
","Browzwear,Design Patterns,Brocade"
7998,Santos Hey,"Content Developer for MATLAB Code Generation Job in Natick
","Contract Independent,TCP/IP,ALM,data analysts,Microsoft Access,SciLab,Node.js,UNIX/AIX"
7999,Scott E. Reed,"Content Developer for MATLAB Code Generation Job in Natick
","VMware,catalogs"
8000,Noemi Bolieu,"Content Developer for MATLAB Code Generation Job in Natick
","Pharma or Biotech,QA Tester,AngularJS,SQL Server,Computer vision,movies,Network,Julia,CISA"
8001,Luis Cannaday,"Content Developer for MATLAB Code Generation Job in Natick
","JSP,Text Analytics,CUSTOMER SUPPORT,SAS,Spring,System Software,Pharma or Biotech,BW reporting"
8002,Lamar Hembrey,"Student at University of La Laguna, Spain

","Octave,JSP,Development,CRM"
8003,Santo Trembley,"Student at University of La Laguna, Spain

","Spring,OIM,OOD,FIX.FAST,Oracle R12 E-Business,IP Video Delivery"
8004,Reiko Fatica,"Student at University of La Laguna, Spain

","JSON,PHP,Angular JS,Struts,REST API,UX,GIT,DEVOPS ENGINEER,3D,Switches,OpenStack,Java Java EE"
8005,Chong Lindel,"Student at University of La Laguna, Spain

","C#,Citrix"
8006,Doris Mullett,"Project Manager Job in Morrisville
","Compiler Design,Tester,Windows 7,Design,ADA,System Software"
8007,Lang Gierlach,"Project Manager Job in Morrisville
","C C++,Network Engineer,SARBANES,SQL Server,Perl,Struts,Exchange,IBM,Java Architect,Best Practices"
8008,Jeremy Christenson,"Project Manager Job in Morrisville
","Scripts,WebSphere,Shell Script,TCP/IP,Raspberry Pi,Oracle"
8009,Wai Standiford,"Project Manager Job in Morrisville
","UNIX/AIX,IAM,OpenCV,Android,AngularJS,OS x,IT,Cryptocurrency,OOD,Engineer,Engineering,ASP,Hadoop,DEVOPS ENGINEER"
8010,Nida Bragg,"Project Manager Job in Morrisville
","MapsAPI,JavaScript,HTML5,problem solving,biotech,Infrastructure,fashion,Visual Basic,Angular.JS,Spark,Apache,HBase"
8011,Tyron Loveless,"Project Manager Job in Morrisville
","Unix Systems Programming,Web Server,Storage Devices,Database Administration,Accounting,Infrastructure,MS Project Stadard"
8012,Shankar Rao,"Project Manager Job in Morrisville
","Java Architect,payment gateways,Testing,Sales,Julia,FIX.FAST"
8013,Charlette Mcconney,"Signal Support Systems Specialist Job in Fort Mcclellan 
","JSF,reports,build,LabVIEW,CONTROL,Citrix,Windows,Mainframe,Management,Windows,Microsoft Office,Shell Script"
8014,Romona Ringler,"Signal Support Systems Specialist Job in Fort Mcclellan 
","Data Structures,Angular JS,InformationSecurity,Testing,Supervision"
8015,Laura Hamnon,"Signal Support Systems Specialist Job in Fort Mcclellan 
","JQuery,JCL,VB Script,React,Tableau"
8016,Joleen Pallanes,"Signal Support Systems Specialist Job in Fort Mcclellan 
","Agile,Avamar,Info Sec,Oracle,DL4J,OOD,Program Manager,fashion,PERFORCE"
8017,Simonne Bremme,"Signal Support Systems Specialist Job in Fort Mcclellan 
","Analytical,PCI,Communication,Protocol Management,Hibernate,Analytical Skills,Machine Learning,Wireless Communication,ARM,test design"
8018,Carmelo Rein,"Signal Support Systems Specialist Job in Fort Mcclellan 
","HANA,Soap,CISA,FIX.FAST,Network Management,deployment,APL,Infrastructure,File Systems,Analytical Skills,IP Video Delivery"
8019,Marshall Nesline,"Human Resource Representative Job in St. Paul
","SARBANES OXLEY,SAP ECC,Perl"
8020,Daniel Stefankovic,"Human Resource Representative Job in St. Paul
","HTML,ADA,UNIX/AIX,SSL,CSS,GIT,movies,firmware"
8021,Floretta Garetson,"Student at King Saud University, Saudi Arabia

","fashion,user training,XML,books,Unix Systems Programming,Research,synthesis modeling,Project Manager,Mobile,CRM,API,Go,Brocade"
8022,Christian R. Shelton,"Student at King Saud University, Saudi Arabia

","IAM,Computer Networks"
8023,Elly Hoople,"Student at King Saud University, Saudi Arabia

","Network Engineering,Octave,Configuration Management,Infrastructure,TCP/IP,Adobe Creative Cloud,Adobe,User Interface,ICMP"
8024,Anthony C. C. Coolen,"Student at King Saud University, Saudi Arabia

","ADABAS,especially C/C++,Cisco,Python,Telecom,BUILD RELEASE ENGINEER,Operating Systems,Soap,books,PCI,Best Practices,MAVEN"
8025,Magdalen Chaplin,"Student at King Saud University, Saudi Arabia

","problem solving,Regulated Environment"
8026,Ria Bitz,"Student at King Saud University, Saudi Arabia

","shopping carts,Linux,Application,MIS a related IT field,user training,BUILD RELEASE ENGINEER,Testing"
8027,Andrew Mccamant,"Student at King Saud University, Saudi Arabia

","Arduino,Development,MapsAPI,Solr,System,SAP ERP,LabVIEW,Scheduling,Analyst,books"
8028,Iluminada Lewison,"Housekeeper - CHI - St Lukes O'Quinn Medical Tower
","API,MapsAPI,Oracle R12 E-Business,Kinesis,CUSTOMER SUPPORT,BASH,Web Developer,PCI,Rust,Tensorflow"
8029,Maximilian Nickel,"Housekeeper - CHI - St Lukes O'Quinn Medical Tower
","Contract Corp-To-Corp,Protocols,SSL,C,Mortgage/Equiting Lending,Prime Video views,Open CV,Metrics"
8030,Sanjuana Werries,"Housekeeper - CHI - St Lukes O'Quinn Medical Tower
","VMware,synthesis modeling,Java Architect,Testing,SQL,Projects,reporting,SAP ECC,iOS,Management,C,Azure,SciLab"
8031,Krysta Edlao,"Housekeeper - CHI - St Lukes O'Quinn Medical Tower
","Development,C,Recruiter,NoSQL,incident response,Project coordinator"
8032,Ginger Binger,"Heavy Steel Plate Fitters/Welders Job in Irving
","Libraries,synthesis modeling,Microsoft Access,Defect Management,Recruiter,Selenium,Bootstrap,selenium testing automation,C,Visual Studio,Load/Performance Testing,SOX"
8033,Dongho Kim,"Heavy Steel Plate Fitters/Welders Job in Irving
","Buying,C,SQL Server,CRM,Computer Science,FINANCE,Angular,especially C/C++,OOP,WebSphere,especially C/C++,incident response,Buying"
8034,Arleen Alvino,"IT Project Manager Job in Detroit
","Node.js,Apache,Selenium,Analysis,Kinesis,Operations,Ruby,See job description"
8035,Jaclyn Manly,"IT Project Manager Job in Detroit
","Visual Basic,Brocade,XML"
8036,Jason Palmer,"IT Project Manager Job in Detroit
","Workflow,Re-engineering,SAP ERP,Switches"
8037,Jennifer Krishna,"IT Project Manager Job in Detroit
","Computer vision,Automated,movies,Ruby,SARBANES OXLEY,SQL,Sales,Process Engineering,Android,OS x"
8038,Noboru Murata,"Assistant/Associate BrManager - Innovation Job in Lakeville
","Testing,Hibernate,problem solving,Julia,TCP/IP,Data Structures,VB Script,Scientific Software,Processor Design,Microsoft Word,deployment,Unity,Virtual Reality"
8039,Denver Golanski,"Assistant/Associate BrManager - Innovation Job in Lakeville
","OS x,Full Time,Applications,Angular2,TFS,AR,API"
8040,Rudy Marrone,"Assistant/Associate BrManager - Innovation Job in Lakeville
","Pharma or Biotech,concepts"
8041,Haydee Mazzocco,"CONTROLS ENGINEER Job in Hammond
","Architecture,Architect,Computer vision,Maya,Network Engineering,problem solving,QA Tester"
8042,Nati Linial,"CONTROLS ENGINEER Job in Hammond
","TCP/IP,Storage Devices,IP Video Delivery,Business Requirements,C#,System Engineering,Computer Networks,DEVELOPMENT SUPPORT,Informatica Admin"
8043,Stephen Green,"CONTROLS ENGINEER Job in Hammond
","Microsoft Access,Windows 7,TAD PGS,JQuery,File Systems,Angular,Application,authors,Oracle,Browzwear,Full Time,Analytical Skills,BANKING"
8044,Diedre Hilburn,"Director of Education RN) Job in Westborough
","Network Security,Design,synthesis modeling,Maya,Java Architect,RESTful web services,Soap,Java Java EE,Drug Development"
8045,Judson Vicars,"Director of Education RN) Job in Westborough
","AR,Engineering,Unity,Augmented Reality"
8046,Madalyn Hamamoto,"Director of Education RN) Job in Westborough
","MAVEN,Brocade"
8047,Lajuana Veitinger,"Director of Education RN) Job in Westborough
","Algorithm Engineer,,Wireless,Consulting,authors,SQL Reporting Services Suite,Network Management"
8048,Camelia Oakeson,"Director of Education RN) Job in Westborough
","ARM,Sales,Data Analysis,Protocols,Networking,AML"
8049,Roxie Mcritchie,"Director of Education RN) Job in Westborough
","WebSphere,Express,OOD,DEVOPS ENGINEER"
8050,Raquel Farthing,"Director of Education RN) Job in Westborough
","Developer,Cloud Computing,FPGA,HAHA"
8051,Archie Fedderly,"Sales & Marketing Coordinator - Entry Level Job in Las Vegas
","Business Analyst,Apache,DEVELOPMENT SUPPORT,HDFS,Node.js,CUSTOMER SUPPORT"
8052,Bilegsaikhan Naidan,"Sales & Marketing Coordinator - Entry Level Job in Las Vegas
","XML,concepts,Customer Service,Libraries,OSS,OpenCV,Project Management,Microsoft Word,Lawson Supply Chain,Wireless Communication,Generic Programming"
8053,Tony Tauras,"Sales & Marketing Coordinator - Entry Level Job in Las Vegas
","WebLogic,Hibernate,Asset Management,WebLogic,DemPlanning,mobile device"
8054,Eldridge Botras,"Sales & Marketing Coordinator - Entry Level Job in Las Vegas
","Architect,PERFORCE,Angular.JS,IIS"
8055,Zhaosong Lu,"Sales & Marketing Coordinator - Entry Level Job in Las Vegas
","Info Sec,Avamar,deployment,Spring,Agile,Financial Services,Web Design,SQL Reporting Services Suite,JCL,applications development,HTML5,Management,concepts"
8056,Jeana Daw,"Sales & Marketing Coordinator - Entry Level Job in Las Vegas
","Data Architecture,Computer Networks"
8057,Martin S. Glassman,"UPS Automotive Mechanic Job in Faribault
","ADABAS,SAP ERP,Telecom,Business Analyst,CENTOS,Modeling,After Effects,Outlook,ASP,Scripting knowledge,After Effects,authors,Algorithm Engineer,,ADABAS,SSL"
8058,Deloras Trivedi,"DISTRICT HR MGR- Broomall
","SAP ECC,SSL,Multithreading,payment gateways,WebSphere,SalesForce,J2EE"
8059,Ronald L. Rivest,"DISTRICT HR MGR- Broomall
","pharma,Raspberry Pi,Contract Corp-To-Corp,SQL Reporting Services Suite,Machine Learning,MapsAPI,Angular.JS,AngularJS,DynamoDB,Scripts"
8060,Tijl D. Bie,"IT Security Specialist – Network Security Job in Seattle
","Photoshop,DemPlanning,deployment,VPN,Application Development,Application Development"
8061,Raeann Macapagal,"IT Security Specialist – Network Security Job in Seattle
","GIT,Consulting,Program Manager,EIT,Unix,FICO,Data Mining,Infrastructure,DynamoDB,Pharma or Biotech"
8062,Kimberely Tieken,"Crystal Reports Developer Job in San Antonio
","Tensorflow,Performance,Applications"
8063,Kelli Limmel,"Crystal Reports Developer Job in San Antonio
","Java C/C++,Windows 7,Business Intelligence,RESTful web services,Sales,reporting,Application,data extraction,Application Development,Content Delivery Networks,Map Reduce,File Systems,Keras,MAVEN"
8064,Rhoda Virrey,"Crystal Reports Developer Job in San Antonio
","Workflow,MIS a related IT field,Testing"
8065,Orpha Oxborrow,"Installation Manager Government) Job in Columbia
","staffing,Solr,Development Manager,SAS,System Engineering,TCP/IP,Unifier,Hibernate,Networking"
8066,Carlotta Rymes,"Installation Manager Government) Job in Columbia
","Desktop,shopping carts,Windows 7,DEVOPS ENGINEER,Windows,Defect Management,Operating Systems"
8067,Debi Leen,"Installation Manager Government) Job in Columbia
","Oracle R12 E-Business,System,Computer vision,C/C++,Performace Management,MapsAPI,InformationSecurity,TCP/IP,ASP.NET,DynamoDB,QA"
8068,Hattie Galgano,"Installation Manager Government) Job in Columbia
","Solr,IBM,SQL,Europe Asia.,Architect,IAM"
8069,Dorotha Zarkin,"Installation Manager Government) Job in Columbia
","SOX,BANKING,Prime Music streams,data driven development,Networking"
8070,Eric Egger,"Installation Manager Government) Job in Columbia
","Design,CONTROL,Internet Of Things,Julia,concepts,Foundation,C#,Cryptocurrency,Network,Angular JS,OpenCV,Adobe Creative Cloud,Cisco,OpenCV,ForeSee"
8071,Vena Horstmann,"Installation Manager Government) Job in Columbia
","JENKINS,System Software,HTTP,APL,Projects,CASE,applications development,TCP/IP,REST API,Consulting,DEVELOPMENT SUPPORT,Java C/C++"
8072,Jong Riehl,"QS & RC Technician I Job in Minneapolis
","business development,architectural design patterns,Struts,ASP,OIM,Cisco UCS,Hibernate,Storage Devices,Project Manager,Audacity"
8073,Dacia Eska,"QS & RC Technician I Job in Minneapolis
","Sales,iOS,FIX.FAST,Director of IS,Soap"
8074,Farah Elrod,"QS & RC Technician I Job in Minneapolis
","CUSTOMER SUPPORT,Hadoop,Virtual Reality,Supply Chain,security accessment,MS Excel,ADABAS,Cobol"
8075,Jeanetta Slusarski,"QS & RC Technician I Job in Minneapolis
","CISM,Text Analytics,Tableau,Photoshop,Cognos,C#,Content Delivery Networks,WebSphere"
8076,Lillia Morasco,"QS & RC Technician I Job in Minneapolis
","Websites,JSP,synthesis modeling,WCF,CISSP,Buying,HTML5,NLP,SOX,ADABAS"
8077,Marget Desantigo,"Product Solutions Engineer Job in Arlington
","ASP,manage,DEVELOPMENT SUPPORT,build processes,authors,DL4J"
8078,Marlon Chesher,"Product Solutions Engineer Job in Arlington
","XML,Risk Management,Android Studio,Re-engineering,Cobol"
8079,S?ren Hauberg,"Sales Representative Job in Chicago
","Libraries,Photoshop,C/C++,NLP,IIS,Program Manager,API,Security,General Ledger,Cobol,Hibernate,Processor Design"
8080,Ludivina Derenzis,"TRAINER: Presenter - Teacher - Speaker - Educator - Consultant – WANTED NOW Job in Atlanta
","Computer Networks,SDLC,build processes,Content Delivery Networks,F#,Configuration Management,ADA,Network,CRM,develop,Artificial Intelligence"
8081,Liza Stoy,"TRAINER: Presenter - Teacher - Speaker - Educator - Consultant – WANTED NOW Job in Atlanta
","MapsAPI,JSON,movies,DL4J,Business Requirements"
8082,Eleanor Glaus,"Civil Litigation Paralegal Job in Orlando
","Ruby,problem solving,Python"
8083,Edda Gave,"Civil Litigation Paralegal Job in Orlando
","DB2,Tableau,PMP,Data Analytics,Project coordinator,Contract Corp-To-Corp,RHEL,RESTful web services,Telecom,Design,Manager"
8084,Dorthy Beneuento,"Civil Litigation Paralegal Job in Orlando
","CENTOS,HDFS,Augmented Reality,IIS,INTERNAL CONTROL,UX,Angular.JS,Algorithms"
8085,Joe Chatley,"DemPlanner Job in Neptune City
","Map Reduce,Java,Computer Organisation,Micro,PCI,ICMP,VNF Manager,reporting,Defect Management,Database Administration,Data Structures,NodeJS,MACOSX,Adobe Creative Cloud,AngularJS"
8086,Verla Muninger,"RESTAURANT MANAGER Job in Englewood
","Linux System Admin,deployment,ALM"
8087,Cecil Winkey,"Real Estate Secretary Job in Dallas
","Engineering,EIT,develop"
8088,Jacqulyn Woodhull,"Real Estate Secretary Job in Dallas
","QA Tester,Struts,Computer Organisation,Pharma or Biotech,Hibernate,Optimization,Defect Management,Projects"
8089,Maritza Beulah,"Equipment Installer Job in Tampa
","Primavera 6.0,Ruby,Scientific Software,Protocols,Operations Analysis,Xcode,Algorithm Engineer,"
8090,Joana Arrizola,"Equipment Installer Job in Tampa
","AP,General Ledger,Mobile,Raspberry Pi,Hadoop,React,Pharma or Biotech,BASH,WebSphere,Data Architecture,Management,SciLab,Research,Lawson Supply Chain,Drug Development"
8091,Susanne Saldivar,"Equipment Installer Job in Tampa
","ICMP,Big Data,preferably with Scala,Software,Mortgage/Equiting Lending,Financial Services,AI,Network Management,System Engineering,Load/Performance Testing,reports,J2EE"
8092,Edmund Baley,"Equipment Installer Job in Tampa
","Process Engineering,IP Video Delivery,AML,Scripting knowledge,Network Engineering,IP Video Delivery,MapsAPI,Director of IS,ARM,Engineer,Rational"
8093,Sharen Beebout,"Equipment Installer Job in Tampa
","Solaris,Rational,Java Architect,Augmented Reality,JSON,Web Design"
8094,Ted Fisser,"Equipment Installer Job in Tampa
","Hibernate,Security,Analyst,books,Windows 7,C,develop,Microsoft Office,Project Management,Developer,Asset Management,XML/XSL,Prime Music streams"
8095,Guy Rosman,"Full Time Hospice Registered Nurse Job in GrRapids
","R,fashion"
8096,Gayle Bahar,"Full Time Hospice Registered Nurse Job in GrRapids
","Flask,Computer,Go,intense curiosity,CASE,reports,Data Analysis"
8097,Piper Marsell,"Full Time Hospice Registered Nurse Job in GrRapids
","General Ledger,IAM,Contract W2,Re-engineering,Scientific Software,EIT,Software Engineer,build,Angular.JS,Contract Independent,MACOSX,Recruiter,VBA"
8098,Yali Wang,"Full Time Hospice Registered Nurse Job in GrRapids
","Modeling,Windows 7,MongoDB,visualization SQL,SQLITE"
8099,Don Hush,"Full Time Hospice Registered Nurse Job in GrRapids
","Network Engineering,Performance,Operations,Desktop,Web services,SYSTEM ENGINEER,Process Engineering,Express,build,IIS,Developer"
